Labor Force Statistics from the Current Population Survey,,,,,,,,,,,,,
Original Data Value,,,,,,,,,,,,,
,,,,,,,,,,,,,
Series Id:,LNU04000010,,,,,,,,,,,,
Not Seasonally Adjusted,,,,,,,,,,,,,
Series title:,(Unadj) Unemployment Rate - Hispanic or Latino Men,,,,,,,,,,,,
Labor force status:,Unemployment rate,,,,,,,,,,,,
Type of data:,Percent or rate,,,,,,,,,,,,
Age:,16 years and over,,,,,,,,,,,,
Ethnic origin:,Hispanic or Latino,,,,,,,,,,,,
Sex:,Men,,,,,,,,,,,,
Years:,1973 to 2020,,,,,,,,,,,,
,,,,,,,,,,,,,
Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
1973,,,,,,,,,,,,,6.7
1974,,,,,,,,,,,,,7.3
1975,,,,,,,,,,,,,11.4
1976,,,,,,9.9,11.5,11.4,10.5,9.7,11.0,11.3,10.8
1977,11.7,12.2,10.8,8.8,8.6,9.6,8.3,7.5,7.2,7.2,7.7,7.9,9.0
1978,9.1,10.5,9.0,7.1,7.7,7.3,7.7,6.8,7.0,6.5,6.4,7.4,7.7
1979,7.8,7.3,7.4,7.2,6.3,6.8,7.1,7.6,6.1,6.4,7.5,6.9,7.0
1980,8.5,8.2,8.5,9.6,9.7,10.4,11.2,10.2,10.6,9.7,9.9,9.4,9.7
1981,11.7,13.1,10.9,9.6,9.9,9.9,9.3,8.4,8.0,9.3,11.2,11.3,10.2
1982,13.2,13.3,13.4,12.1,12.6,13.4,15.1,14.5,12.2,13.2,15.2,15.2,13.6
1983,16.8,16.8,16.2,13.7,13.2,13.6,12.2,12.4,12.2,11.5,12.6,11.6,13.6
1984,12.9,11.6,12.0,11.2,10.1,10.1,9.9,9.5,9.7,9.7,9.7,9.9,10.5
1985,11.7,10.6,11.2,9.7,9.8,10.2,10.7,9.3,8.7,10.7,10.1,10.1,10.2
1986,10.9,12.6,11.4,9.8,10.6,9.9,10.6,10.2,10.0,10.3,9.5,10.4,10.5
1987,11.7,11.4,9.6,9.0,8.2,8.6,7.8,7.3,6.9,7.8,9.0,7.7,8.7
1988,7.9,9.4,9.5,8.7,8.6,8.4,7.8,8.3,6.6,7.2,7.7,7.0,8.1
1989,9.1,6.7,6.1,7.5,7.0,6.4,7.8,8.1,7.9,7.8,8.1,7.9,7.6
1990,7.4,8.3,7.6,8.5,7.0,6.9,7.3,7.9,7.8,7.7,9.3,10.4,8.0
1991,10.5,11.3,10.9,9.5,9.3,9.4,9.5,10.3,10.8,10.1,11.1,10.7,10.3
1992,13.5,13.7,12.4,10.7,11.6,12.8,12.0,10.6,10.7,10.1,11.6,10.9,11.7
1993,12.8,13.2,11.9,10.7,9.7,10.0,10.8,9.0,8.6,9.9,9.7,10.5,10.6
1994,11.4,11.3,10.6,9.8,8.5,9.4,10.1,8.9,8.7,8.1,7.7,8.8,9.4
1995,11.2,9.4,9.1,8.0,8.6,8.0,8.5,9.2,8.1,8.3,9.0,8.6,8.8
1996,9.9,9.8,9.8,8.6,8.1,7.3,7.9,7.2,7.1,6.7,7.1,6.1,7.9
1997,8.2,8.0,8.7,7.7,6.0,6.3,7.1,6.3,6.6,7.0,5.6,6.7,7.0
1998,7.2,7.2,7.2,5.9,5.7,6.2,6.9,6.6,6.1,6.2,5.4,6.9,6.4
1999,6.6,6.6,5.2,5.4,5.6,6.1,5.8,5.6,4.9,5.5,4.6,5.5,5.6
2000,5.7,6.0,5.8,4.3,4.5,4.6,4.9,4.6,4.8,4.5,5.0,5.1,5.0
2001,6.6,6.3,6.5,5.1,4.6,6.1,5.6,5.6,5.4,6.0,6.6,7.0,5.9
2002,8.2,7.3,8.2,7.1,5.5,6.4,6.8,7.4,6.8,7.2,7.6,7.9,7.2
2003,8.5,8.1,7.8,6.9,6.9,7.4,7.6,7.0,6.1,6.3,7.2,6.4,7.2
2004,7.9,8.4,7.6,6.6,6.1,6.0,5.9,6.1,5.6,5.8,6.1,6.2,6.5
2005,6.7,6.5,6.0,5.7,4.6,4.6,4.3,4.9,5.5,4.9,5.4,5.7,5.4
2006,6.1,6.0,5.1,4.3,3.8,4.7,4.8,4.9,4.3,3.9,4.5,5.3,4.8
2007,6.5,6.0,5.6,4.8,5.0,4.9,4.8,4.6,5.4,5.3,5.1,6.3,5.3
2008,6.9,7.1,7.7,6.5,6.3,7.0,6.9,7.7,7.7,8.5,8.6,10.1,7.6
2009,11.6,12.9,12.9,11.1,12.1,11.9,12.4,13.4,12.6,13.1,12.8,13.9,12.5
2010,15.0,14.4,13.8,12.0,11.6,12.6,11.4,11.3,11.9,11.6,12.7,13.7,12.7
2011,13.9,12.9,12.0,11.0,10.6,10.9,10.5,10.2,10.2,10.8,10.8,11.2,11.2
2012,11.4,11.3,10.8,9.4,10.4,10.8,9.5,9.3,8.6,9.2,8.7,9.2,9.9
2013,10.5,9.8,8.9,8.4,8.1,8.9,8.9,8.9,8.4,8.6,8.4,8.0,8.8
2014,8.7,8.1,7.4,6.3,6.6,7.4,7.0,6.5,5.4,5.8,6.2,6.2,6.8
2015,7.7,7.4,6.8,5.8,6.3,6.8,6.4,5.6,5.2,5.3,5.8,6.1,6.3
